distance_km,traffic_level,weather,hour,delivery_time
4.44,low,cloudy,20,24.17
5.99,medium,clear,21,35.71
1.69,low,clear,6,10.0
1.04,medium,cloudy,12,10.0
7.03,high,cloudy,12,60.8
6.78,low,clear,19,33.03
4.7,medium,cloudy,22,29.18
5.41,low,cloudy,20,24.51
4.74,medium,cloudy,5,31.89
1.22,low,cloudy,19,10.0
4.02,medium,rain,11,30.31
2.59,medium,clear,7,13.03
1.89,high,rain,8,19.41
9.61,medium,clear,17,53.55
6.39,medium,cloudy,10,37.24
7.56,medium,clear,19,41.96
3.84,high,clear,10,30.66
4.54,high,cloudy,23,35.66
3.13,low,cloudy,23,14.81
1.87,high,clear,14,18.2
2.61,medium,clear,8,15.17
8.18,high,clear,2,63.26
7.1,high,rain,16,74.15
5.92,low,rain,16,41.62
5.28,medium,clear,2,29.81
9.3,low,rain,18,58.13
1.65,low,rain,8,13.03
3.53,low,clear,16,15.52
4.15,medium,cloudy,22,26.8
8.04,low,clear,17,35.62
9.93,low,cloudy,22,48.6
3.17,medium,clear,14,19.29
8.87,low,clear,0,41.02
8.48,low,clear,9,36.87
3.02,low,clear,7,12.06
4.59,low,cloudy,9,21.5
4.69,medium,clear,1,24.63
9.8,low,clear,18,40.92
2.63,high,rain,13,28.76
8.19,medium,clear,7,49.79
4.01,low,clear,18,19.79
7.58,low,rain,0,42.99
4.78,medium,rain,15,38.66
6.21,medium,clear,23,34.12
8.49,low,clear,14,38.49
8.24,low,rain,19,51.08
8.8,high,clear,23,68.5
1.54,low,clear,4,10.0
7.23,low,clear,2,28.74
2.26,high,clear,16,15.35
4.74,medium,cloudy,9,30.51
5.94,low,cloudy,4,29.58
4.62,medium,rain,10,35.03
5.68,low,cloudy,5,25.04
9.97,medium,clear,3,58.44
2.22,medium,clear,6,10.18
7.08,high,rain,18,72.49
4.56,high,clear,6,33.99
2.2,high,clear,13,15.85
2.43,high,rain,16,24.27
9.54,medium,clear,22,54.4
8.92,low,clear,16,40.17
9.16,medium,rain,12,73.58
9.92,medium,rain,0,81.39
2.87,high,clear,1,21.19
4.2,low,rain,17,26.8
7.02,high,clear,3,55.46
5.35,high,clear,12,42.61
4.77,high,rain,0,53.66
4.22,high,rain,3,46.87
6.34,low,clear,1,29.01
6.18,low,clear,3,26.94
2.45,low,clear,15,10.25
5.25,low,clear,3,21.87
5.98,medium,clear,8,34.99
6.13,high,clear,16,48.29
2.89,high,clear,20,20.66
7.68,medium,clear,22,44.85
1.23,low,clear,19,10.0
4.19,low,cloudy,20,21.16
8.02,low,clear,1,34.99
6.08,low,clear,2,25.88
3.35,medium,rain,22,26.08
7.25,low,cloudy,14,36.89
6.11,low,clear,6,27.3
8.17,low,clear,3,35.91
7.62,medium,cloudy,11,49.56
6.49,medium,clear,0,37.14
5.39,medium,cloudy,16,36.94
2.2,medium,clear,3,10.92
3.35,high,clear,3,25.25
4.77,low,clear,21,18.66
6.39,medium,cloudy,22,40.43
5.62,medium,rain,8,42.67
3.59,medium,clear,20,22.49
1.06,high,clear,9,10.0
5.47,low,clear,18,26.18
3.57,medium,clear,18,20.94
7.61,low,rain,14,46.18
1.22,medium,clear,21,10.0
6.26,low,rain,16,42.5
9.47,low,cloudy,6,49.75
2.57,medium,rain,2,21.29
5.24,medium,cloudy,4,32.69
1.82,low,clear,15,10.93
6.63,medium,clear,22,37.4
5.95,medium,clear,6,35.27
4.67,low,clear,15,23.72
5.69,medium,clear,8,31.61
9.07,medium,clear,0,54.72
2.77,medium,rain,2,23.73
1.2,low,clear,7,10.0
8.75,low,cloudy,17,41.33
6.19,medium,rain,23,49.25
9.02,high,rain,23,97.18
6.37,medium,clear,17,34.42
8.29,low,clear,23,37.57
4.87,medium,clear,18,29.57
7.75,high,clear,6,61.26
9.22,low,clear,19,38.69
6.15,high,cloudy,5,54.38
2.63,high,clear,10,23.51
3.42,low,clear,4,16.21
2.79,high,rain,11,27.8
3.22,low,clear,0,13.83
3.76,high,clear,18,28.67
6.0,medium,cloudy,10,39.15
6.29,medium,clear,14,36.84
4.84,medium,cloudy,15,31.71
6.54,high,clear,2,49.85
1.73,low,rain,10,11.43
1.79,medium,clear,10,10.0
2.55,low,clear,9,10.8
5.66,low,clear,1,24.32
2.93,low,clear,19,17.02
3.55,medium,clear,4,23.7
4.6,low,clear,22,21.81
8.31,low,clear,22,40.05
1.12,low,clear,7,10.0
6.84,low,clear,12,31.14
7.02,medium,clear,14,38.06
8.19,high,cloudy,1,68.39
9.39,low,clear,11,41.58
1.18,high,clear,23,10.0
2.38,medium,cloudy,7,12.34
8.98,medium,rain,20,74.53
5.13,medium,clear,18,30.66
6.08,high,clear,22,44.18
6.97,low,clear,0,29.87
7.11,medium,clear,7,43.92
9.39,medium,cloudy,9,58.67
9.97,medium,clear,12,58.67
7.48,high,cloudy,4,62.56
3.58,low,clear,21,17.12
8.92,medium,clear,8,50.47
1.44,medium,cloudy,9,10.0
3.08,low,clear,13,14.2
9.08,low,clear,23,41.32
3.31,medium,rain,10,27.27
2.99,high,rain,13,32.71
2.24,medium,cloudy,2,18.8
8.73,high,clear,20,71.91
5.5,medium,clear,15,30.9
7.07,low,rain,19,39.9
3.15,low,clear,16,15.37
7.82,low,rain,4,49.64
7.84,low,clear,6,37.4
3.81,low,clear,16,17.71
4.7,medium,rain,19,38.61
2.89,medium,clear,21,19.16
9.79,low,clear,10,46.59
6.81,low,clear,11,27.87
9.41,low,clear,23,40.71
3.73,medium,clear,1,21.61
8.04,low,clear,18,36.38
7.89,low,clear,4,35.05
7.22,high,cloudy,10,61.62
9.69,high,clear,22,76.12
4.54,low,rain,18,32.05
2.18,medium,clear,6,13.91
7.05,low,clear,20,30.02
7.56,high,clear,21,57.54
6.18,medium,cloudy,5,39.62
2.86,low,rain,10,19.05
5.54,medium,cloudy,13,36.43
3.81,low,clear,3,21.25
4.85,low,clear,7,20.9
6.81,low,cloudy,8,34.48
7.71,medium,rain,1,67.85
3.09,low,rain,10,18.3
4.65,low,clear,19,21.22
3.42,low,rain,21,19.66
2.79,low,clear,6,12.72
8.05,high,clear,3,60.02
9.18,low,clear,23,43.4
4.33,low,clear,13,19.78
7.76,medium,cloudy,23,48.06
9.07,high,rain,0,98.82
8.62,high,cloudy,23,72.9
2.65,medium,cloudy,11,18.96
9.61,low,clear,18,40.95
4.39,medium,cloudy,4,28.99
4.05,medium,clear,7,25.24
1.56,low,cloudy,10,10.0
5.38,high,cloudy,21,42.75
1.98,low,cloudy,3,10.0
3.24,high,clear,14,27.24
3.85,high,rain,19,43.49
8.28,medium,clear,11,47.58
8.88,high,clear,19,65.37
3.72,medium,cloudy,21,23.08
8.73,low,clear,22,38.35
8.72,medium,rain,20,72.31
7.88,low,clear,9,35.25
2.32,low,clear,23,10.0
7.21,medium,rain,15,61.26
9.51,low,clear,22,43.08
7.14,low,clear,7,33.0
3.98,medium,clear,19,19.83
5.51,high,clear,7,37.3
6.81,low,cloudy,5,30.83
5.6,low,clear,2,24.24
2.08,low,rain,7,14.26
3.81,medium,cloudy,22,19.83
8.22,low,clear,9,40.18
8.75,medium,cloudy,4,56.65
2.24,low,cloudy,10,13.81
9.57,low,clear,3,41.29
3.96,high,clear,16,31.3
6.96,low,clear,2,31.49
7.77,medium,cloudy,17,51.64
8.31,low,cloudy,7,40.67
9.51,medium,clear,23,56.58
3.82,medium,cloudy,11,26.79
8.73,low,cloudy,20,41.91
2.19,low,cloudy,15,11.32
7.35,low,cloudy,13,32.61
7.68,medium,clear,20,46.33
7.1,high,rain,15,79.95
3.27,medium,cloudy,3,18.55
8.86,medium,cloudy,0,56.83
2.52,low,clear,0,13.1
1.48,low,clear,21,10.0
7.46,low,clear,14,33.9
5.28,low,clear,19,22.98
8.64,low,cloudy,19,41.91
4.45,medium,clear,2,25.86
2.51,medium,cloudy,13,16.24
8.53,high,cloudy,8,69.42
5.94,low,cloudy,18,29.27
2.7,medium,clear,7,18.93
7.48,high,rain,1,79.27
5.6,medium,cloudy,3,33.56
6.44,low,cloudy,0,31.58
5.15,low,clear,10,21.75
8.46,low,clear,4,35.39
8.47,low,clear,1,38.39
7.38,medium,clear,12,41.75
1.95,low,clear,16,10.0
8.55,low,clear,16,38.78
7.04,medium,cloudy,17,42.24
7.27,high,clear,20,52.13
4.27,medium,clear,8,26.32
8.91,medium,rain,5,69.11
7.53,low,clear,19,31.93
2.01,low,cloudy,2,10.0
4.67,low,clear,7,20.04
8.98,medium,clear,2,53.39
1.42,high,clear,0,11.09
9.65,low,cloudy,19,52.55
7.11,medium,clear,12,43.77
6.68,low,rain,20,40.22
3.44,medium,clear,4,17.73
3.24,low,clear,15,19.99
9.48,low,cloudy,20,49.05
3.68,high,clear,23,29.33
7.98,medium,cloudy,15,51.5
4.54,medium,clear,23,27.11
2.25,low,clear,11,10.0
1.1,low,cloudy,12,10.0
5.9,low,rain,3,37.31
9.78,high,clear,8,73.01
4.32,high,cloudy,15,35.28
4.21,medium,clear,0,27.66
4.1,low,cloudy,4,20.04
5.68,high,cloudy,20,51.94
4.97,medium,clear,4,25.59
8.92,medium,clear,23,51.14
5.55,low,clear,18,21.88
5.57,medium,clear,8,30.17
2.25,medium,clear,7,11.51
9.84,high,cloudy,18,83.43
3.25,high,rain,17,35.34
1.66,low,clear,14,10.0
6.97,medium,clear,3,36.32
6.36,high,clear,14,51.61
4.74,low,rain,12,29.29
4.8,low,clear,17,19.37
8.07,low,clear,19,36.86
2.76,medium,clear,4,16.55
8.38,low,clear,17,37.06
6.84,medium,clear,7,40.31
4.77,low,clear,0,19.15
5.12,high,clear,18,40.69
3.31,low,clear,22,12.9
7.77,low,clear,16,33.75
5.62,medium,clear,1,34.17
3.89,medium,clear,18,25.16
6.36,low,rain,15,43.24
9.96,low,rain,17,64.86
4.92,low,clear,1,21.49
9.29,medium,clear,5,51.26
4.11,high,cloudy,6,37.4
1.49,medium,clear,5,11.46
2.84,medium,clear,5,15.27
4.77,medium,clear,8,29.75
2.98,low,rain,7,18.11
1.0,high,rain,23,13.71
9.24,high,clear,21,69.66
8.59,low,clear,20,42.61
7.68,low,rain,8,49.96
2.51,low,rain,11,19.41
2.08,low,rain,17,12.18
1.61,medium,clear,22,10.23
7.52,medium,clear,5,42.05
9.36,high,cloudy,22,80.45
4.87,medium,clear,3,30.29
2.07,medium,clear,6,16.9
5.61,medium,clear,17,33.78
4.14,low,rain,19,27.53
4.37,low,rain,4,26.59
6.59,medium,clear,17,39.63
7.47,low,rain,9,46.3
2.0,low,clear,7,10.0
1.32,high,cloudy,0,11.46
9.95,medium,clear,14,57.5
3.09,low,clear,2,14.03
1.48,medium,clear,14,10.0
2.71,high,clear,13,19.97
1.35,low,clear,0,10.0
4.53,low,clear,20,20.74
8.22,high,rain,7,88.73
4.07,low,clear,6,15.4
5.0,low,clear,8,23.35
7.08,medium,clear,17,42.48
5.58,high,clear,11,41.89
8.75,low,clear,7,43.55
8.79,low,cloudy,7,38.93
1.09,low,clear,5,10.0
8.0,high,cloudy,2,68.75
5.15,low,cloudy,1,26.58
9.9,medium,clear,13,58.27
5.35,high,clear,7,42.03
9.88,low,rain,5,63.98
7.79,high,clear,3,58.14
3.24,high,clear,4,25.38
5.85,high,rain,20,62.29
9.93,low,clear,12,42.5
8.72,medium,clear,8,52.45
1.88,high,rain,12,19.01
7.36,high,clear,8,53.31
4.11,low,clear,23,17.42
1.06,high,rain,23,10.0
4.63,low,rain,15,31.23
3.11,low,clear,11,14.3
8.37,medium,clear,1,51.73
4.04,high,cloudy,18,32.66
8.45,medium,cloudy,15,56.12
1.01,medium,clear,23,11.59
3.77,high,clear,12,29.55
3.17,low,clear,4,15.99
3.1,medium,rain,22,26.78
1.61,low,rain,23,10.0
2.68,low,rain,5,18.06
6.0,medium,rain,20,49.75
3.62,high,clear,23,27.17
4.76,medium,clear,16,26.08
4.39,high,cloudy,16,38.33
8.88,low,cloudy,16,42.01
9.15,low,clear,2,45.44
5.44,medium,clear,12,32.05
3.97,low,rain,11,22.56
1.96,low,clear,5,10.0
9.58,medium,clear,21,55.49
1.54,low,cloudy,20,12.45
3.68,low,cloudy,12,16.45
3.68,medium,clear,13,21.3
3.88,medium,cloudy,6,23.89
2.48,high,clear,4,19.97
8.05,medium,clear,13,46.05
2.1,medium,clear,17,10.01
6.71,high,cloudy,3,56.07
2.11,high,rain,0,22.0
1.63,low,cloudy,6,10.0
9.18,low,rain,19,56.76
2.71,medium,clear,12,18.22
8.39,medium,clear,3,48.44
5.9,high,clear,12,42.87
1.7,medium,clear,3,10.0
9.6,medium,cloudy,2,61.88
3.22,high,cloudy,7,24.42
8.74,medium,rain,19,74.83
2.52,low,clear,7,13.08
8.69,high,clear,16,69.34
1.12,low,clear,14,10.0
5.61,high,clear,3,38.73
7.92,high,clear,5,63.66
9.41,medium,clear,23,53.32
9.18,medium,clear,21,52.14
8.38,medium,clear,5,49.34
8.99,low,clear,9,43.21
2.79,low,clear,3,14.66
3.56,medium,clear,8,22.64
3.6,high,clear,15,26.92
4.39,medium,clear,6,25.03
4.54,low,clear,13,21.12
5.9,medium,clear,5,34.25
2.44,high,clear,0,20.44
7.22,medium,clear,17,43.9
2.51,medium,cloudy,11,17.33
3.79,high,cloudy,21,26.84
5.53,medium,cloudy,14,35.84
8.17,medium,clear,0,47.58
7.66,high,clear,14,58.94
6.81,low,cloudy,14,32.2
2.4,high,clear,15,15.71
5.92,low,cloudy,20,30.23
1.79,low,clear,0,10.0
4.4,high,clear,2,34.81
4.72,low,cloudy,11,22.02
1.36,medium,clear,6,10.79
3.47,high,clear,4,28.55
9.6,high,clear,0,74.03
9.58,high,clear,0,72.86
4.17,low,clear,14,20.47
1.39,medium,clear,7,10.0
2.61,low,cloudy,10,13.4
4.53,medium,cloudy,13,31.24
9.53,high,clear,22,75.76
2.27,low,rain,12,11.8
7.87,medium,clear,18,43.94
1.98,medium,clear,11,10.02
9.83,medium,cloudy,21,60.25
4.43,high,cloudy,18,37.15
7.98,low,cloudy,3,40.7
4.08,medium,clear,3,23.83
6.65,high,clear,2,49.8
2.73,medium,rain,5,24.61
2.31,low,clear,4,10.68
9.44,medium,cloudy,10,61.43
9.26,low,clear,8,43.98
8.99,low,cloudy,2,44.25
6.63,high,clear,8,54.84
8.27,medium,clear,11,47.48
1.62,high,clear,2,16.39
4.01,high,cloudy,19,31.79
3.82,medium,cloudy,16,25.62
6.72,low,clear,20,28.95
4.2,medium,cloudy,11,29.27
2.34,low,clear,17,10.0
6.37,high,clear,3,49.31
8.33,low,clear,9,36.18
4.44,low,clear,17,21.85
2.19,medium,clear,7,11.5
2.77,low,clear,8,15.83
3.14,low,cloudy,18,13.55
3.7,medium,cloudy,12,21.12
6.79,low,cloudy,5,35.51
6.41,low,clear,21,27.66
7.26,low,rain,6,45.72
4.26,medium,cloudy,20,26.77
8.42,medium,clear,5,46.63
2.84,medium,cloudy,10,18.12
5.22,medium,clear,16,33.07
8.21,low,clear,18,38.95
2.62,high,clear,11,20.51
1.99,low,clear,20,11.18
8.95,medium,rain,20,71.18
4.09,high,clear,23,30.64
7.15,high,clear,12,55.49
1.23,low,rain,17,10.0
7.21,low,rain,6,44.93
3.84,medium,cloudy,22,22.31
1.5,low,clear,4,10.0
6.49,high,clear,15,51.28
3.17,medium,cloudy,21,20.89
4.48,medium,clear,3,28.01
1.73,low,clear,22,10.0
2.32,medium,clear,0,12.15
3.68,medium,clear,3,21.54
1.81,high,clear,2,15.55
9.2,low,clear,3,40.94
1.05,low,clear,0,10.0
5.35,low,clear,11,22.06
2.11,low,clear,12,10.0
3.77,medium,clear,1,21.91
9.33,high,cloudy,8,80.96
2.46,low,cloudy,6,12.59
9.69,high,clear,12,77.62
2.85,low,clear,21,10.13
7.67,low,clear,1,34.77
5.92,low,clear,0,27.0
8.96,low,clear,17,41.56
5.99,high,clear,6,44.2
5.81,low,cloudy,17,32.13
2.76,medium,cloudy,18,17.79
2.5,medium,clear,7,12.45
9.25,high,clear,22,70.73
3.95,low,cloudy,11,18.93
4.35,low,clear,10,25.14
7.84,low,cloudy,8,40.91
4.05,medium,clear,3,23.79
9.57,low,cloudy,6,47.15
7.64,high,rain,16,83.73
6.38,medium,rain,10,54.25
8.93,medium,clear,1,46.42
1.45,medium,clear,22,10.0
3.31,low,clear,17,14.95
5.19,medium,rain,21,39.88
3.04,high,clear,11,25.02
7.7,high,clear,8,63.4
9.27,high,clear,10,72.03
4.81,high,clear,4,39.0
4.08,low,clear,6,21.97
9.65,low,clear,0,41.76
5.0,low,clear,23,18.78
5.4,low,clear,4,25.61
4.16,low,rain,5,25.71
9.19,medium,cloudy,12,56.39
6.12,medium,cloudy,10,39.23
7.86,high,clear,7,61.58
8.31,medium,cloudy,19,53.18
4.08,high,clear,1,29.64
4.9,low,clear,14,21.6
8.64,low,clear,9,38.84
4.27,medium,clear,7,21.12
8.15,low,clear,1,36.39
9.47,low,rain,20,56.97
6.61,low,clear,14,31.06
7.67,low,clear,5,31.39
8.25,medium,clear,4,50.29
8.61,medium,clear,21,49.55
4.56,medium,clear,21,25.59
1.46,medium,clear,2,10.0
4.62,low,cloudy,10,21.14
7.06,low,clear,10,32.33
5.05,low,clear,15,21.26
7.74,low,cloudy,2,37.2
4.21,medium,rain,8,35.29
6.71,high,cloudy,2,54.19
2.68,medium,cloudy,18,14.72
7.74,low,clear,10,35.33
5.91,medium,clear,13,34.52
2.84,medium,cloudy,1,18.61
3.63,medium,rain,6,30.38
7.74,medium,clear,9,45.39
5.34,medium,clear,9,32.46
2.94,medium,cloudy,19,19.11
9.71,medium,clear,0,52.79
7.44,low,clear,5,29.98
9.61,medium,clear,20,60.07
4.84,low,cloudy,13,23.96
5.28,low,rain,1,35.16
9.08,high,clear,5,68.77
5.73,high,clear,0,43.72
7.37,low,clear,2,32.26
3.27,medium,clear,3,24.06
5.02,low,clear,12,23.1
2.11,medium,clear,2,11.27
2.85,high,clear,14,18.5
1.01,high,cloudy,12,12.45
1.35,medium,cloudy,21,10.0
9.8,low,clear,10,45.59
3.18,medium,clear,3,20.31
6.97,low,rain,16,42.99
8.55,high,clear,4,66.75
5.96,high,cloudy,20,48.95
2.38,medium,clear,23,11.94
7.55,low,cloudy,7,39.7
6.4,low,cloudy,20,31.36
7.58,low,cloudy,23,38.56
7.93,high,rain,9,85.75
9.78,medium,rain,6,81.37
6.16,low,clear,16,24.61
4.07,medium,clear,6,22.64
6.84,high,clear,23,51.68
1.62,low,cloudy,18,10.0
9.08,high,cloudy,8,77.27
2.07,high,clear,23,18.21
3.95,high,clear,1,32.91
8.34,low,cloudy,21,40.6
6.38,low,clear,19,29.29
